name,location,tel_nomer,restaurant_link
Wolfgang Puck Bistro,"100 Universal City Plaza Universal CityWalk Hollywood, Los Angeles, CA 91608",+1 818-985-9653,https://wolfgangpuck.com/dining/wolfgang-puck-bistro-universal-city/
Wolfgang Puck at Hotel Bel-Air,"701 Stone Canyon Rd, Los Angeles, CA 90077",+1 310-909-1644,https://www.dorchestercollection.com/en/los-angeles/hotel-bel-air/restaurants-bars/wolfgang-puck/
Ray's and Stark Bar,"5905 Wilshire Blvd, Los Angeles, CA 90036-4504",+1 323-857-6180,http://www.patinagroup.com/rays-and-stark-bar?utm_source=google&utm_medium=Yext
Toi on Sunset,"7505 1/2 W Sunset Blvd, Los Angeles, CA 90046-3407",+1 323-874-8062,http://www.toirockinthaifood.com/
Trattoria Amici,"889 Americana Way, Glendale, CA 91210-1555",+1 818-502-1220,http://www.amicila.com/
San Antonio Winery,"737 Lamar St, Los Angeles, CA 90031-2514",+1 323-223-1401,http://www.sanantoniowinery.com/
Public Kitchen and Bar,"Hollywood Roosevelt Hotel 7000 Hollywood Boulevard, West Hollywood, CA 90028",+1 323-769-8888,http://www.thompsonhotels.com/hotels/la/hollywood-roosevelt/eat/public-kitchen-and-bar
The Huntington Rose Garden Tea Room,"1151 Oxford Rd, San Marino, CA 91108-1218",+1 626-405-2236,http://www.huntington.org/dining
Prosecco Trattoria,"10144 Riverside Dr, Los Angeles, CA 91602-2532",+1 818-505-0930,http://proseccotrattoria.com
Paco's Tacos,"4141 S Centinela Ave, Los Angeles, CA 90066-4908",+1 310-391-9616,http://www.pacoscantina.com/
Pacific Diner,"3821 S Pacific Ave, Los Angeles, CA 90731-6912",+1 310-831-5334,https://www.facebook.com/PacificDiner/
Son of a Gun,"8370 W 3rd St, Los Angeles, CA 90048-4311",+1 323-782-9033,http://sonofagunrestaurant.com
Cantalinis Salerno Beach Restaurant,"193 Culver Blvd Playa Del Rey, Los Angeles, CA 90293",+1 310-821-0018,http://salernobeach.com
L'Antica Pizzeria Da Michele,"1534 N McCadden Pl, Los Angeles, CA 90028",+1 323-366-2408,https://damicheleusa.com/
Lunasia Dim Sum House,"500 W Main St Suite A, Alhambra, CA 91801-3379",+1 626-308-3222,http://www.lunasiadimsumhouse.com/Lunasia
Square One Dining,"4854 Fountain Ave, Los Angeles, CA 90029-1654",+1 323-661-1109,http://www.squareonedining.com/breakfast.php
Pomodoro Trattoria - Pizzeria,"1393 Westwood Blvd, Los Angeles, CA 90024-4940",+1 310-445-9998,http://www.pomodorowestwood.com/
Ruth's Chris Steak House,"369 East Colorado Boulevard, Pasadena, CA 91101",+1 626-583-8122,https://www.ruthschris.com/
Smorgasburg LA,"Alameda and Bay, Los Angeles, CA 90021",,http://www.facebook.com/SmorgasburgLA/
IHOP,"8600 S Sepulveda Blvd, Los Angeles, CA 90045-4002",+1 310-410-4457,http://www.ihop.com
Palm Thai Restaurant,"5900 Hollywood Blvd Suite B, Los Angeles, CA 90028-5410",+1 323-462-5073,http://www.palmsthai.com/
Denny's,"5751 Sunset Blvd, Los Angeles, CA 90028",+1 323-464-8435,https://locations.dennys.com/CA/LOS-ANGELES/201144?utm_source=yext&utm_medium=local-listing&utm_campaign=yext-listing
Hinoki & the Bird,"10 W Century Dr, Los Angeles, CA 90067-3426",+1 310-552-1200,http://hinokiandthebird.com/
Shin-Sen-Gumi LA,"132 S Central Ave, Los Angeles, CA 90012-3913",+1 213-687-7108,http://www.shinsengumigroup.com
Chichen Itza,"3655 S Grand Ave Ste C6, Los Angeles, CA 90007-4308",+1 213-741-1075,http://www.chichenitzarestaurant.com
Silver Lake Ramen,"2927 W Sunset Blvd, Los Angeles, CA 90026-2127",+1 323-660-8100,http://www.silverlakeramen.com
Dinah's Family Restaurant,"6521 S Sepulveda Blvd, Los Angeles, CA 90045-1508",+1 310-645-0456,http://www.dinahsrestaurant.com/
Rossoblu,"1124 San Julian St Between 11th And 12th Street, Los Angeles, CA 90015-4438",+1 213-749-1099,https://www.rossoblula.com/
Mama Restaurant Los Angeles,"6500 Selma Avenue, Los Angeles, CA 90028-6216",+1 323-785-6669,http://mamashelter.com/los-angeles/eat-drink/restaurant/
Malbec Argentinean Cuisine,"10151 Riverside Dr, Los Angeles, CA 91602-2533",+1 818-762-4860,http://www.malbeccuisine.com/toluca-lake
Playa Provisions,"119 Culver Blvd, Los Angeles, CA 90293-7601",+1 310-683-5019,http://www.playaprovisions.com
Zinqué,"1440 Lincoln Blvd, Los Angeles, CA 90291",+1 310-310-2469,http://www.lezinque.com
Pie n' Burger,"913 E California Blvd, Pasadena, CA 91106-4097",+1 626-795-1123,http://www.pienburger.com/contact.htm
Versailles Restaurant,"10319 Venice Blvd, Los Angeles, CA 90034-6409",+1 310-558-3168,http://www.versaillescuban.com/
Public School 213,"612 S Flower St # 220, Los Angeles, CA 90017-2800",+1 213-623-1172,http://www.psontap.com/
The Restaurant at Mr. C,"1224 Beverwil Dr, Los Angeles, CA 90035-1108",+1 310-277-2800,http://www.mrchotels.com/hotels/beverly-hills-los-angeles-ca/dining/
Novo Cafe,"3900 W Riverside Dr Corner of Kenwood and W.Riverside Dr, Burbank, CA 91505-4326",+1 818-566-6686,http://www.novocafe.com
Fred 62,"1850 N Vermont Ave, Los Angeles, CA 90027-4215",+1 323-667-0062,http://www.fred62.com/
District,"700 W 7th St Plaza Level inside The Bloc, Los Angeles, CA 90017-3768",+1 213-612-3185,http://www.districtdtla.com
Gwen,"6600 W Sunset Blvd, Los Angeles, CA 90028-7160",+1 323-946-7513,http://www.gwenla.com
Casa Bianca Pizza Pie,"1650 Colorado Blvd, Los Angeles, CA 90041-1436",+1 323-256-9617,http://www.casabiancapizza.com/
Eat,"11108 Magnolia Blvd, Los Angeles, CA 91601-3874",+1 818-760-4787,http://eatnoho.com
Dal Rae,"9023 Washington Blvd, Pico Rivera, CA 90660-3897",+1 562-949-2444,http://www.dalrae.com/
Yxta,"601 S Central Ave, Los Angeles, CA 90021-1050",+1 213-596-5579,http://www.yxta.net/
Bourbon Steak Los Angeles,"237 S Brand Blvd, Glendale, CA 91210",+1 818-839-4130,https://www.michaelmina.net/restaurants/bourbon-steak/los-angeles/
Pink Pepper,"1638 N La Brea Ave, Los Angeles, CA 90028-6907",+1 323-461-2462,http://www.pinkpepperrestaurant.com/
Pitfire Artisan Pizza,"5211 Lankershim Blvd, Los Angeles, CA 91601-3110",+1 818-980-2949,http://www.pitfirepizza.com/home
Met Her At A Bar,"759 S La Brea Ave, Los Angeles, CA 90036-4208",+1 323-847-5013,https://www.facebook.com/MetHerAtABar/
Ivory on Sunset,"8440 W Sunset Blvd, West Hollywood, CA 90069-1912",+1 323-848-6000,http://ivoryonsunset.com
Ago Restaurant,"8478 Melrose Ave, West Hollywood, CA 90069-5313",+1 323-655-6333,http://agorestaurant.com/
Fabiolus Cucina,"6270 W Sunset Blvd, Los Angeles, CA 90028-8725",+1 323-467-2882,http://www.fabiolus.com/
Les Sisters' Southern Kitchen & BBQ,"21818 Devonshire St Chatsworth, Los Angeles, CA 91311-2905",+1 818-998-0755,https://lessisters.com/les-sisters-%231
Costero California Bar + Bistro,"310-642-1111 6101 West Century Boulevard, Los Angeles, CA 90045",+1 310-642-4820,http://www.sheratonlax.com/costero
Norah,"8279 Santa Monica Blvd, West Hollywood, CA 90046-5956",+1 310-643-5853,http://www.norahrestaurant.com
Paco's Tacos,"6212 W Manchester Ave, Los Angeles, CA 90045-3801",+1 310-645-8692,http://www.pacoscantina.com/home.htm
Baltaire Restaurant,"11647 San Vicente Blvd, Los Angeles, CA 90049",+1 424-273-1660,http://baltaire.com
208 Rodeo Restaurant,"208 N Rodeo Dr On the corner of Wilshire & Rodeo Drive, Beverly Hills, CA 90210-5104",+1 310-275-2428,http://www.208rodeo.com
The French Crepe Co.,"6801 Hollywood Blvd Ste 403, Los Angeles, CA 90028-6145",+1 323-960-0933,http://www.frenchcrepe.com
Thai Pepper Restaurant,"6219 Franklin Ave, Los Angeles, CA 90028-5201",+1 323-467-2699,http://www.thaipeppersunvalley.com/
Il Piccolino Trattoria,"350 N Robertson Blvd, West Hollywood, CA 90048-2413",+1 310-659-2220,http://www.ilpiccolinorestaurant.com/
Solar de Cahuenga,"1847 N Cahuenga Blvd, Los Angeles, CA 90028-5001",+1 323-467-7510,http://sdccafe.com
John O' Groats,"10516 W Pico Blvd, Los Angeles, CA 90064-2332",+1 818-501-2366,http://johnogroats.us/index.html
EMC Seafood and Raw Bar,"3500 W 6th St Ste 101, City Center on 6th, Los Angeles, CA 90020-5802",+1 213-351-9988,http://www.emcseafood.com/
Firehouse,"213 Rose Ave, Los Angeles, CA 90291-2567",+1 310-396-6810,http://www.firehousevenice.com/
My Two Cents,"5583 W Pico Blvd, Los Angeles, CA 90019-3920",+1 323-938-1012,http://www.mytwocentsla.com
Tibet Nepal House,"36 E Holly St, Pasadena, CA 91103-3905",+1 626-585-0955,http://www.tibetnepalhouse.com
More Than Waffles,"17200 Ventura Blvd, Los Angeles, CA 91316-4005",+1 818-789-5937,http://www.morethanwaffles.com/
SUGARFISH by sushi nozawa,"101 S La Brea Ave, Los Angeles, CA 90036-2998",+1 323-488-3636,http://sugarfishsushi.com
Kura Revolving Sushi Bar,"2130 Sawtelle Blvd Unit 1, Los Angeles, CA 90025-6250",+1 310-597-4490,http://www.kulausa.com/access.html
La Piazza the Grove,"189 The Grove Dr The Grove Ste. G90, Los Angeles, CA 90036-6222",+1 323-933-5050,http://lapiazzathegrove.com
Skylight Gardens,"1139 Glendon Ave, Los Angeles, CA 90024-3501",+1 310-824-1818,http://skylightgardens.com/
Ruth's Chris Steak House - Woodland Hills,"6100 Topanga Canyon Blvd Suite 1360, Los Angeles, CA 91367-3627",+1 818-227-9505,http://www.ruthschris.com/restaurant-locations/woodland-hills/
Slurpin' Ramen Bar,"3500 W 8th St, Los Angeles, CA 90005-2902",+1 213-388-8607,http://slurpinramenbarla.com
Badmaash,"108 W 2nd St #104, Higgins Building, Los Angeles, CA 90012-1586",+1 213-221-7466,http://www.badmaashla.com/
Pace,"2100 Laurel Canyon Blvd, Los Angeles, CA 90046-2004",+1 323-654-8583,http://peaceinthecanyon.com/
Kali Restaurant,"5722 Melrose Ave, Los Angeles, CA 90038-3808",+1 323-871-4160,http://www.kalirestaurant.com
The Edison,"108 W 2nd St Apt 101, Los Angeles, CA 90012-1585",+1 213-613-0000,http://www.theneverlands.com/
Salsa & Beer,"6740 White Oak Ave, Los Angeles, CA 91406-5359",+1 818-503-1220,http://www.salsaandbeer.com/
Mijares Mexican Restaurant,"145 Palmetto Dr, Pasadena, CA 91105-2511",+1 626-792-2763,http://www.mijaresrestaurant.com
On Sunset @ Luxe Hotel Sunset Blvd,"11461 W Sunset Blvd, Los Angeles, CA 90049-2031",+1 310-691-7584,http://www.luxehotels.com/sunset/onsunset
Ruth's Chris Steak House,"6100 Topanga Canyon Blvd Ste 1360, Los Angeles, CA 91367-3627",+1 818-227-9505,https://www.ruthschris.com/
"Cole's, Originators of the French Dip Sandwich","118 E 6th St, Los Angeles, CA 90014-2006",+1 213-622-4090,http://www.colesfrenchdip.com
Ramen Hood,"317 S Broadway, Los Angeles, CA 90013-1222",+1 213-285-7571,http://www.grandcentralmarket.com/vendors/540/ramen-hood
Steven's Steak & Seafood House,"5332 Stevens Pl, Commerce, CA 90040",+1 323-723-9856,http://www.stevenssteakhouse.com
Il Fornaio,"301 N Beverly Dr, Beverly Hills, CA 90210-4713",+1 310-550-8330,http://www.ilfornaio.com/location/il-fornaio-beverly-hills/
Jitlada Restaurant,"5233 1/2 W Sunset Blvd, Los Angeles, CA 90027-5709",+1 323-667-9809,http://jitladala.wordpress.com/
The Arbour,"527 S Lake Ave Suite 120, Pasadena, CA 91101-3529",+1 626-396-4925,https://www.thearbourpasadena.com/
C.O.D. Seafood House & Raw Bar,"8408 W 3rd St, Los Angeles, CA 90048-4112",+1 323-658-9188,http://www.codrestaurant.com
Golden Deli Vietnamese,"815 W Las Tunas Dr, San Gabriel, CA 91776-1071",+1 626-308-0803,http://www.goldendelirestaurant.com/
Anarbagh Indian Cuisine,"22721 Ventura Blvd, Los Angeles, CA 91364-1334",+1 818-224-3929,http://www.anarbaghindiancuisine.com/
The Village Idiot,"7383 Melrose Ave, Los Angeles, CA 90046-7526",+1 323-655-3331,http://www.villageidiotla.com
Ysabel,"945 N Fairfax Ave, West Hollywood, CA 90046-7203",+1 323-366-2940,http://www.ysabel.la
J Trani's Ristorante,"584 W 9th St, Los Angeles, CA 90731-3106",+1 310-832-1220,http://www.Jtranis.com
Randy's Donuts,"6801 Hollywood Blvd, Los Angeles, CA 90028-6136",+1 323-645-7149,http://www.randysdonuts.com
Sushi Roku Pasadena,"33 Miller Alley, Pasadena, CA 91103",+1 626-683-3000,https://www.sushiroku.com/
800 Degrees,"10889 Lindbrook Dr, Los Angeles, CA 90024-3027",+1 310-443-1911,https://800degrees.com/
Mama Lu Dumpling House Mp,"501 W Garvey Ave Ste 101, Monterey Park, CA 91754-2757",+1 626-282-2256,http://mamaludumpling.com/
Century Taproom,"5985 W Century Blvd Crowne Plaza LAX, Los Angeles, CA 90045-5477",+1 310-642-7500,http://www.crowneplazalax.com/dining.aspx
Simpang Asia,"10433 National Blvd Ste 2, Los Angeles, CA 90034-4681",+1 310-815-9075,http://simpangasia.com
Blue Ribbon Sushi Bar & Grill,"189 The Grove Dr, Los Angeles, CA 90036-6222",+1 323-352-9300,http://www.brsushigrove.com/
Petty Cash Taqueria & Bar,"7360 Beverly Blvd, Los Angeles, CA 90036-2501",+1 323-933-5300,http:// http://pettycashtaqueria.com 
Post & Beam,"3767 Santa Rosalia Dr, Los Angeles, CA 90008-3603",+1 323-299-5599,http://postandbeamla.com
Little Beast Restaurant,"1496 Colorado Blvd Eagle Rock, Los Angeles, CA 90041-2340",+1 323-341-5899,http://www.littlebeastrestaurant.com/
Doomie's,"1253 Vine Street, Suite 9, Los Angeles, CA 90038-1662",+1 323-469-4897,http://www.facebook.com/doomieshomecookin
Cafe Beaujolais,"1712 Colorado Blvd, Los Angeles, CA 90041-1338",+1 323-255-5111,http://cafe-beaujolais.business.site/
WoodSpoon,"107 W 9th St, Los Angeles, CA 90015-1525",+1 213-629-1765,http://www.woodspoonla.com/?fbclid=IwAR2y0yyklrU0ESmiFx4jhy9GZx64JyZcQRC42Np-_f7Nq6qcauvbw31RV4I
Lucky Baldwins Pub,"17 S Raymond Ave, Pasadena, CA 91105-1913",+1 626-795-0652,http://luckybaldwins.pub
The Local Peasant - Sherman Oaks,"14058 Ventura Blvd, Los Angeles, CA 91423-3532",+1 818-501-0234,http://www.thelocalpeasant.com/
The Eveleigh,"8752 W Sunset Blvd, West Hollywood, CA 90069-2206",+1 424-239-1630,http://www.theeveleigh.com
Buca di Beppo Italian Restaurant,"1000 Universal Studios Blvd Universal CityWalk Hollywood, Los Angeles, CA 91608",+1 818-509-9463,http://locations.bucadibeppo.com/us/ca/universal-city/1000-universal-studios-blvd/?utm_source=tripadvisor&utm_medium=referral
Johnny Rockets,"100 Universal City Plaza Universal CityWalk Hollywood, Los Angeles, CA 91608",+1 818-505-3957,http://www.johnnyrockets.com/
Think Cafe,"302 W 5th St Ste 105 San Pedro CA, Los Angeles, CA 90731-2700",+1 310-519-3662,http://www.thinkcafesanpedro.com/
Bone Kettle,"67 N Raymond Ave, Pasadena, CA 91103-3919",+1 626-795-5702,http://bonekettle.com
Boneyard Bistro,"13539 Ventura Blvd, Los Angeles, CA 91423-3825",+1 818-906-7427,http://www.boneyardbistro.com/
Kura Revolving Sushi Bar,"333 E 2nd St Little Tokyo, Los Angeles, CA 90012-4202",+1 213-290-9631,http://kurasushi.com/menu/
Bollywood Cafe,"11101 Ventura Blvd, Los Angeles, CA 91604-3134",+1 818-508-8400,http://www.bollywoodcafela.com
Fishwives,"88 N Fair Oaks Ave, Pasadena, CA 91103-3649",+1 626-219-6199,http://www.fishwives.com
Casa Vega,"13301 Ventura Blvd, Los Angeles, CA 91423-3984",+1 818-788-4868,http://www.casavega.com/
Red Lobster,"22800 Van Owen Ave Canoga Park, Los Angeles, CA 91307",+1 818-713-9297,https://www.redlobster.com/locations/list/ca/canoga-park/22800-van-owen-ave
Lunasia,"239 E Colorado Blvd, Pasadena, CA 91101-1903",+1 626-793-8822,http://www.lunasiadimsumhouse.com/
Eat This Cafe,"6547 Santa Monica Blvd, Los Angeles, CA 90038-1432",+1 323-999-2003,http://www.eatthiscafe.com
Hangar 18,"5855 W Century Blvd, Los Angeles, CA 90045",+1 310-293-5471,https://www.marriott.com/hotels/hotel-information/restaurant/laxap-los-angeles-airport-marriott/
Lum-Ka-Naad Thai Restaurant,"8920 Reseda Blvd, Los Angeles, CA 91324-3914",+1 818-882-3028,http://www.lumkanaad.com
La Luz Del Dia,"W-1 Olvera Street Olvera Street Plaza, Los Angeles, CA 90012",+1 213-628-7495,http://luzdeldia.com/
Cafe Sierra,"555 Universal Hollywood Dr, Los Angeles, CA 91608-1001",+1 818-509-2030,http://www.cafesierrahilton.com
Siamese Garden,"301 Washington Blvd, Los Angeles, CA 90292-5129",+1 310-821-0098,http://www.siamesegardencuisine.com
Jaipur Cuisine of India,"10916 W Pico Blvd, Los Angeles, CA 90064-2112",+1 310-470-4994,http://www.jaipurla.com
Saladang Garden,"383 S Fair Oaks Ave, Pasadena, CA 91105-2524",+1 626-793-5200,http://www.saladang-garden.com/
Maggiano's - Woodland Hills,"6100 Topanga Canyon Blvd, Los Angeles, CA 91367-3627",+1 818-887-3777,http://www.maggianos.com
Checkers Downtown,"535 S Grand Ave, Los Angeles, CA 90071-2601",+1 213-891-0519,http://www3.hilton.com/en/hotels/california/hilton-checkers-los-angeles-LAXCHHF/dining/index.html
Alejos Presto Trattoria Italian Restaurant,"8343 Lincoln Blvd, Los Angeles, CA 90045-2413",+1 310-670-6677,http://www.alejosrestaurant.com
LACMA Cafe,"5905 Wilshire Boulevard, Los Angeles, CA 90036",+1 323-932-5895,https://www.patinagroup.com/lacma-cafe?utm_source=extnet&utm_medium=yext
Green Earth Vegan Cuisine,"37 S Fair Oaks Ave, Pasadena, CA 91105-1905",+1 626-584-0268,http://greenearthvegan.com/about-pasadena.html
Sweet Chick,"448 N Fairfax Ave, Los Angeles, CA 90036-1717",+1 323-592-3423,http://sweetchick.com/locations
Anantra Thai Restaurant,"21799 Ventura Blvd Woodland Hills, Los Angeles, CA 91364-1835",+1 747-900-6177,http://www.anantrathai.com/
Italy's Little Kitchen,"8516 Lincoln Blvd, Los Angeles, CA 90045-3502",+1 310-645-1220,https://italyslittlekitchen.com/
The Cat & Fiddle Pub and Restaurant,"742 N Highland Ave, Los Angeles, CA 90038-3415",+1 323-468-3800,http://www.thecatandfiddle.com/
Trejo's Cantina,"1556 N Cahuenga Blvd, Los Angeles, CA 90028-7313",+1 323-461-8226,http://www.trejostacos.com/
Sushi Roku,"8445 W 3rd St, Los Angeles, CA 90048-4124",+1 323-655-6767,http://www.sushiroku.com
Great Maple - Pasadena,"300 E Colorado Blvd Ste. 114, Pasadena, CA 91101-2265",+1 626-696-3265,http://thegreatmaple.com/
Panini Cafe,"10861 Lindbrook Dr, Los Angeles, CA 90024-3028",+1 310-443-2100,http://www.mypaninicafe.com/
NatureWell,"3824 W Sunset Blvd, Los Angeles, CA 90026-1530",+1 323-664-5894,http://Naturewelljuice.com
Hot & Juicy Crawfish,"7100 Santa Monica Blvd, Los Angeles, CA 90046-5896",+1 323-969-8902,http://www.hotnjuicycrawfish.com
THEBlvd,"9500 Wilshire Boulevad, Beverly Hills, CA 90212-2405",+1 310-275-5200,http://www.theblvdrestaurant.com/
Chi Chi's Pizza,"9080 Tampa Ave, Los Angeles, CA 91324-3523",+1 818-993-9911,http://www.chichispizza.com
Umami Burger,"852 S. Broadway, Los Angeles, CA 90014",+1 213-223-2471,https://www.umamiburger.com/
Tender Greens,"8759 Santa Monica Blvd, West Hollywood, CA 90069-4538",+1 310-358-1919,https://www.facebook.com/TenderGreensWestHollywood/
The Grain Café,"4222 W Pico Blvd, Los Angeles, CA 90019-3161",+1 323-931-4034,http://graincafeonline.com
Mantee Cafe,"10962 Ventura Blvd, Los Angeles, CA 91604-3340",+1 818-761-6565,http://www.manteecafe.com
Toca Madera,"8450 W 3rd St, Los Angeles, CA 90048",+1 323-852-9400,http://tocamadera.com
Joe's Cafe,"17823 Chatsworth St, Los Angeles, CA 91344-5612",+1 818-488-9841,http://www.joescafegh.com
Blaze Pizza,"110 S Fairfax Ave, Los Angeles, CA 90036-2165",+1 323-931-8000,http://www.blazepizza.com/locations/los-angeles-ca/
Dama,"612 E 11th St, Los Angeles, CA 90015-2323",+1 213-741-0612,http://www.damafashiondistrict.com
Sushi Sasabune,"11917 Wilshire Blvd, Los Angeles, CA 90025-6603",+1 310-478-3596,http://sushisasabune.tumblr.com/
Cabo Wabo Cantina,"6801 Hollywood Blvd Hollywood & Highland Center shop 411, West Hollywood, CA 90028-6136",+1 323-860-1881,http://www.cabowabocantina.com/hollywood/
Alexander's Steakhouse,"111 N Los Robles Ave, Pasadena, CA 91101-1707",+1 626-486-1111,https://www.alexanderssteakhouse.com/location/alexanders-steakhouse-pasadena/
Suehiro Cafe,"337 E 1st St, Los Angeles, CA 90012-3901",+1 213-626-9132,http://suehirocafe.menutoeat.com
Hangari Kalguksu,"3470 W 6th St suite 9 & 10, Los Angeles, CA 90020-2556",+1 213-388-2326,http://www.hangarikalguksu.com/
Taqueria Los Anaya,"4651 W Adams Blvd, Los Angeles, CA 90016-3040",+1 323-731-4070,http://www.taquerialosanaya.com
El Pollo Loco,"7101 W Sunset Blvd, Los Angeles, CA 90046-4411",+1 323-874-6037,http://www.elpolloloco.com
Cafe Stella,"3932 W Sunset Blvd, Los Angeles, CA 90029-2242",+1 323-666-0265,http://cafestella.com/
Jaffa,"8048 W 3rd St, Los Angeles, CA 90048-4307",+1 323-433-4978,http://www.jaffa.la
Lunas Restaurant,"343 S Mission Dr, San Gabriel, CA 91776-1105",+1 626-576-7653,http://www.lunassangabriel.com
Mauro's Cafe & Ristorante,"8112 Melrose Ave, Los Angeles, CA 90046-7012",+1 323-653-7970,http://www.mauroscafe.com/#ad-image-1
Wood Ranch BBQ & Grill,"9301 Tampa Ave, Los Angeles, CA 91324-2503",+1 818-886-6464,http://www.woodranch.com/restaurants/northridge/
